msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
Number of channels shown in channel selection list,,,'',,SOLITARY,
Number of repeating text on display.,,,'',,SOLITARY,
Number or SMS style data entry,'',,'','',EMPTY (SOME),
OK,'',OK,OK,OK,INCOMPLETE (ALL),
ONID,'',ONID,ONID,ONID,INCOMPLETE (ALL),
OSD 3D setup,,,'',,SOLITARY,
OSD name request,'',OSD name request,OSD name request,OSD name request,INCOMPLETE (ALL),
OSD settings,'',OSD settings,OSD settings,,INCOMPLETE (SOME),
OSD transparency,,,OSD transparency,,SOLITARY,
OVR,'',,'','',EMPTY (SOME),
Off,'',Off,Off,Off,INCOMPLETE (ALL),
Offline decode delay (ms),'',Offline decode delay (ms),Offline decode delay (ms),Offline decode delay (ms),INCOMPLETE (ALL),
Oman,'',,'','',EMPTY (SOME),
On,'',On,On,On,INCOMPLETE (ALL),
On end of movie,'',On end of movie,On end of movie,On end of movie,INCOMPLETE (ALL),
On end of movie (as menu),'',,'',,EMPTY (SOME),
"On valid ONIDs, ignore frequency sub network part",'',,'','',EMPTY (SOME),
One,'',One,One,One,INCOMPLETE (ALL),
Online update of your receiver software.,,,Zindi Update bikin.,,SOLITARY,
Only change this setting if you are using a SCR device that has been reprogrammed with a custom programmer. For further information check with the person that reprogrammed the device.,,,'','',EMPTY (SOME),
Only extensions.,'',Only extensions.,Only extensions.,Only extensions.,INCOMPLETE (ALL),
Only free scan,'',Only free scan,Only free scan,Only free scan,INCOMPLETE (ALL),
Only move the dish quickly after this hour.,'',,'','',EMPTY (SOME),
Only move the dish quickly before this hour.,'',,'','',EMPTY (SOME),
Only on startup,'',,'','',EMPTY (SOME),
Only select 'yes' if you are using a multiswich that requires a DiSEqC Port-A command signal. For all other setups select 'no'.,'',,'','',EMPTY (SOME),
Open select location,,,'',,SOLITARY,
Open select location as timer name,,,'',,SOLITARY,
Open service list,'',Open service list,Open service list,,INCOMPLETE (SOME),
Open setup tuner ,,,'',,SOLITARY,
Open the movie list,'',Open the movie list,Open the movie list,Open the movie list,INCOMPLETE (ALL),
Operating LED status in deep standby mode,,,'',,SOLITARY,
Operating LED status in standby mode,,,'',,SOLITARY,
Operating LED status while running.,,,'',,SOLITARY,
Opkg,,,'',,SOLITARY,
Options disable timer,,,'',,SOLITARY,
Orbital position,'',Orbital position,Orbital position,Orbital position,INCOMPLETE (ALL),
Ordinary,'',,'','',EMPTY (SOME),
Original,'',Original,Original,Original,INCOMPLETE (ALL),
Other,'',Other,Other,Other,INCOMPLETE (ALL),
Other Subtitles & lang,,,'',,SOLITARY,
Output,,Output,Output,Output,UNCHANGED (SOME),
Overall progress:,,,'',,SOLITARY,
Overscan wizard,,,'',,SOLITARY,
Overwrite configuration files during software update?,,,Overwrite configuration files during software update?,,SOLITARY,
Overwrite configuration files?,'',Overwrite configuration files?,Overwrite configuration files?,Overwrite configuration files?,INCOMPLETE (ALL),
PAL,'',PAL,PAL,PAL,INCOMPLETE (ALL),
PCM,'',,'','',EMPTY (SOME),
PCR PID,'',PCR PID,PCR PID,PCR PID,INCOMPLETE (ALL),
PDC,,,'','',EMPTY (SOME),
PGS File,,,'',,SOLITARY,
PGS file,,,'',,SOLITARY,
PIN code needed,'',,PIN code needed,,INCOMPLETE (SOME),
PLP ID,'','','','',EMPTY (ALL),
PLS Code,'',,'','',EMPTY (SOME),
PMT PID,'',PMT PID,PMT PID,PMT PID,INCOMPLETE (ALL),
PPanel,'',,'',,EMPTY (SOME),
Package list update,'',Package list update,Package list update,Package list update,INCOMPLETE (ALL),
Packages to update,,,'',,SOLITARY,
Packet management,'',Packet management,Packet management,Packet management,INCOMPLETE (ALL),
Packet manager,'',Packet manager,Packet manager,Packet manager,INCOMPLETE (ALL),
Pakistan,'',,'','',EMPTY (SOME),
Palau,'',,'','',EMPTY (SOME),
"Palestine, State of",'',,'','',EMPTY (SOME),
Pan&scan,'',Pan&scan,Pan&scan,Pan&scan,INCOMPLETE (ALL),
Panama,'',,'','',EMPTY (SOME),
Panic to,'',,'','',EMPTY (SOME),
Papua New Guinea,'',,'','',EMPTY (SOME),
Paraguay,'',,'','',EMPTY (SOME),
Parent directory,'',Parent directory,Parent directory,Parent directory,INCOMPLETE (ALL),
Parental control,Kilita Gede,Kilita Gede,Kilita Gede,Kilita Gede,CONSISTENT (ALL),
Parental control services editor,'',,Parental control services editor,,INCOMPLETE (SOME),
Parental control setup,'',Parental control setup,Parental control setup,,INCOMPLETE (SOME),
Password,'',Password,'',Password,INCOMPLETE (ALL),
Pause,'',Pause,Pause,Pause,INCOMPLETE (ALL),
Pause movie at end,'',Pause movie at end,Pause movie at end,Pause movie at end,INCOMPLETE (ALL),
Pause playback,'',Pause playback,Pause playback,Pause playback,INCOMPLETE (ALL),
Percentage left,'',Percentage left,Percentage left,Percentage left,INCOMPLETE (ALL),
Percentage right,'',Percentage right,Percentage right,Percentage right,INCOMPLETE (ALL),
Permanently delete all recordings in the trash can?,'',Permanently delete all recordings in the trash can?,Permanently delete all recordings in the trash can?,Permanently delete all recordings in the trash can?,INCOMPLETE (ALL),
Permanently remove all deleted items,'',Permanently remove all deleted items,Permanently remove all deleted items,Permanently remove all deleted items,INCOMPLETE (ALL),
Persian,'',Persian,Persian,Persian,INCOMPLETE (ALL),
Peru,'',,'','',EMPTY (SOME),
Philippines,'',,'','',EMPTY (SOME),
PiP setup,,,PiP setup,,SOLITARY,
Picon,'',Picon,Picon,Picon,INCOMPLETE (ALL),
Picon and servicename,,,'',,SOLITARY,
Picture player,'',Picture player,Picture player,Picture player,INCOMPLETE (ALL),
Pillarbox,'',Pillarbox,Pillarbox,Pillarbox,INCOMPLETE (ALL),
Pilot,'',Pilot,Pilot,Pilot,INCOMPLETE (ALL),
Pitcairn,'',,'','',EMPTY (SOME),
Pixels\n,'',,'',,EMPTY (SOME),
Play,,Play,Play,Play,UNCHANGED (SOME),
Play DVD,'',Play DVD,Play DVD,Play DVD,INCOMPLETE (ALL),
Play as Picture in Picture,,,Play as Picture in Picture,,SOLITARY,
Play audio-CD...,'',Play audio-CD...,Play audio-CD...,Play audio-CD...,INCOMPLETE (ALL),
Play back media files,'',Play back media files,Play back media files,Play back media files,INCOMPLETE (ALL),
Play entry,'',Play entry,Play entry,Play entry,INCOMPLETE (ALL),
Play from next mark or playlist entry,'',Play from next mark or playlist entry,Play from next mark or playlist entry,Play from next mark or playlist entry,INCOMPLETE (ALL),
Play from previous mark or playlist entry,'',Play from previous mark or playlist entry,Play from previous mark or playlist entry,Play from previous mark or playlist entry,INCOMPLETE (ALL),
Play in main window,,,Play in main window,,SOLITARY,
Play music...,'',Play music...,Play music...,Play music...,INCOMPLETE (ALL),
Play next,'',Play next,Play next,Play next,INCOMPLETE (ALL),
Play next (return to movie list),'',Play next (return to movie list),Play next (return to movie list),Play next (return to movie list),INCOMPLETE (ALL),
Play next (return to previous service),'',Play next (return to previous service),Play next (return to previous service),Play next (return to previous service),INCOMPLETE (ALL),
Play previous,'',Play previous,Play previous,Play previous,INCOMPLETE (ALL),
Play recorded movies...,'',Play recorded movies...,Play recorded movies...,Play recorded movies...,INCOMPLETE (ALL),
Please add titles to the compilation.,'',Please add titles to the compilation.,Please add titles to the compilation.,Please add titles to the compilation.,INCOMPLETE (ALL),
Please change recording endtime,'',Please change recording endtime,Please change recording endtime,,INCOMPLETE (SOME),
Please choose an extension...,'',Please choose an extension...,Please choose an extension...,Please choose an extension...,INCOMPLETE (ALL),
Please configure or verify your Nameservers by filling out the required values.\nWhen you are ready press OK to continue.,'',Please configure or verify your Nameservers by filling out the required values.\nWhen you are ready press OK to continue.,Please configure or verify your Nameservers by filling out the required values.\nWhen you are ready press OK to continue.,Please configure or verify your Nameservers by filling out the required values.\nWhen you are ready press OK to continue.,INCOMPLETE (ALL),
Please configure the fallback tuner setup?,,,'',,SOLITARY,
Please configure your internet connection by filling out the required values.\nWhen you are ready press OK to continue.,'',Please configure your internet connection by filling out the required values.\nWhen you are ready press OK to continue.,Please configure your internet connection by filling out the required values.\nWhen you are ready press OK to continue.,Please configure your internet connection by filling out the required values.\nWhen you are ready press OK to continue.,INCOMPLETE (ALL),
Please connect your receiver to the internet,,Please connect your receiver to the internet,Please connect your receiver to the internet,Please connect your receiver to the internet,UNCHANGED (SOME),
Please do not change any values unless you know what you are doing!,'',Please do not change any values unless you know what you are doing!,Please do not change any values unless you know what you are doing!,Please do not change any values unless you know what you are doing!,INCOMPLETE (ALL),
Please enter a name for the new bouquet,'',Please enter a name for the new bouquet,Please enter a name for the new bouquet,Please enter a name for the new bouquet,INCOMPLETE (ALL),
Please enter a name for the new marker,'',Please enter a name for the new marker,Please enter a name for the new marker,Please enter a name for the new marker,INCOMPLETE (ALL),
Please enter a new filename,'',Please enter a new filename,Please enter a new filename,Please enter a new filename,INCOMPLETE (ALL),
Please enter filename (empty = use current date),'',Please enter filename (empty = use current date),Please enter filename (empty = use current date),Please enter filename (empty = use current date),INCOMPLETE (ALL),
Please enter name of the new directory,'',Please enter name of the new directory,Please enter name of the new directory,,INCOMPLETE (SOME),
Please enter new description:,'',,'',,EMPTY (SOME),
Please enter new name:,,,'',,SOLITARY,
Please enter the correct pin code,'',Please enter the correct pin code,Please enter the correct pin code,Please enter the correct pin code,INCOMPLETE (ALL),
Please enter the new PIN code,,,'',,SOLITARY,
Please enter the old PIN code,'',Please enter the old PIN code,Please enter the old PIN code,Please enter the old PIN code,INCOMPLETE (ALL),
Please follow the instructions on the TV,'',Please follow the instructions on the TV,Please follow the instructions on the TV,Please follow the instructions on the TV,INCOMPLETE (ALL),
Please note that the previously selected media could not be accessed and therefore the default directory is being used instead.,'',Please note that the previously selected media could not be accessed and therefore the default directory is being used instead.,Please note that the previously selected media could not be accessed and therefore the default directory is being used instead.,Please note that the previously selected media could not be accessed and therefore the default directory is being used instead.,INCOMPLETE (ALL),
Please press OK to continue.,'',Please press OK to continue.,Please press OK to continue.,Please press OK to continue.,INCOMPLETE (ALL),
Please re-enter the new PIN code,,,'',,SOLITARY,
Please select a playlist to delete...,'',Please select a playlist to delete...,Please select a playlist to delete...,Please select a playlist to delete...,INCOMPLETE (ALL),
Please select a playlist...,'',Please select a playlist...,Please select a playlist...,Please select a playlist...,INCOMPLETE (ALL),
Please select a sub service...,'',Please select a sub service...,Please select a sub service...,Please select a sub service...,INCOMPLETE (ALL),
Please select a subservice to record...,'',Please select a subservice to record...,Please select a subservice to record...,Please select a subservice to record...,INCOMPLETE (ALL),
Please select a subservice...,'',Please select a subservice...,Please select a subservice...,Please select a subservice...,INCOMPLETE (ALL),
Please select medium to be scanned,'',Please select medium to be scanned,Please select medium to be scanned,Please select medium to be scanned,INCOMPLETE (ALL),
Please select medium to use as backup location,'',Please select medium to use as backup location,Please select medium to use as backup location,Please select medium to use as backup location,INCOMPLETE (ALL),
Please select tag to filter...,'',Please select tag to filter...,Please select tag to filter...,,INCOMPLETE (SOME),
Please select the movie path...,'',Please select the movie path...,Please select the movie path...,Please select the movie path...,INCOMPLETE (ALL),
Please select the network interface that you want to use for your internet connection.\n\nPlease press OK to continue.,'',Please select the network interface that you want to use for your internet connection.\n\nPlease press OK to continue.,Please select the network interface that you want to use for your internet connection.\n\nPlease press OK to continue.,Please select the network interface that you want to use for your internet connection.\n\nPlease press OK to continue.,INCOMPLETE (ALL),
Please select the wireless network that you want to connect to.\n\nPlease press OK to continue.,'',Please select the wireless network that you want to connect to.\n\nPlease press OK to continue.,Please select the wireless network that you want to connect to.\n\nPlease press OK to continue.,Please select the wireless network that you want to connect to.\n\nPlease press OK to continue.,INCOMPLETE (ALL),
Please set up tuner A,'',Please set up tuner A,Please set up tuner A,Please set up tuner A,INCOMPLETE (ALL),
Please set up tuner B,'',Please set up tuner B,Please set up tuner B,Please set up tuner B,INCOMPLETE (ALL),
Please set up tuner C,'',Please set up tuner C,Please set up tuner C,Please set up tuner C,INCOMPLETE (ALL),
Please set up tuner D,'',Please set up tuner D,Please set up tuner D,Please set up tuner D,INCOMPLETE (ALL),
Please set up tuner E,,,'',,SOLITARY,
Please set up tuner F,,,'',,SOLITARY,
Please set up tuner G,,,'',,SOLITARY,
Please set up tuner H,,,'',,SOLITARY,
Please set up tuner I,,,'',,SOLITARY,
Please set up tuner J,,,'',,SOLITARY,
Please setup the following basic configs!,,,'',,SOLITARY,
Please use direction keys to move the PiP window.\nPress Bouquet +/- to resize the window.\nPress OK to go back to the TV mode or EXIT to cancel the moving.,'',Please use direction keys to move the PiP window.\nPress Bouquet +/- to resize the window.\nPress OK to go back to the TV mode or EXIT to cancel the moving.,Please use direction keys to move the PiP window.\nPress Bouquet +/- to resize the window.\nPress OK to go back to the TV mode or EXIT to cancel the moving.,,INCOMPLETE (SOME),
Please use the UP and DOWN keys to select your language. Afterwards press the OK button.,'',Please use the UP and DOWN keys to select your language. Afterwards press the OK button.,Please use the UP and DOWN keys to select your language. Afterwards press the OK button.,,INCOMPLETE (SOME),
Please wait,,,'',,SOLITARY,
Please wait (downloading channel list),,Please wait (downloading channel list),Please wait (downloading channel list),Please wait (downloading channel list),UNCHANGED (SOME),
Please wait (updating packages),,Please wait (updating packages),Please wait (updating packages),Please wait (updating packages),UNCHANGED (SOME),
Please wait for activation of your network configuration...,'',Please wait for activation of your network configuration...,Please wait for activation of your network configuration...,,INCOMPLETE (SOME),
Please wait while scanning is in progress...,'',Please wait while scanning is in progress...,Please wait while scanning is in progress...,Please wait while scanning is in progress...,INCOMPLETE (ALL),
Please wait while we configure your network...,'',Please wait while we configure your network...,Please wait while we configure your network...,Please wait while we configure your network...,INCOMPLETE (ALL),
Please wait while we prepare your network interfaces...,'',Please wait while we prepare your network interfaces...,Please wait while we prepare your network interfaces...,Please wait while we prepare your network interfaces...,INCOMPLETE (ALL),
Please wait while we test your network...,'',Please wait while we test your network...,Please wait while we test your network...,Please wait while we test your network...,INCOMPLETE (ALL),
Please wait while your network is restarting...,'',Please wait while your network is restarting...,Please wait while your network is restarting...,,INCOMPLETE (SOME),
Please wait...,'',Please wait...,Please wait...,Please wait...,INCOMPLETE (ALL),
Please wait... Loading list...,'',Please wait... Loading list...,Please wait... Loading list...,Please wait... Loading list...,INCOMPLETE (ALL),
Plugin Browser,,,'',,SOLITARY,
Plugin browser,'',,Plugin browser,,INCOMPLETE (SOME),
Plugin manager activity information,'',Plugin manager activity information,Plugin manager activity information,Plugin manager activity information,INCOMPLETE (ALL),
Plugin manager help,'',Plugin manager help,Plugin manager help,Plugin manager help,INCOMPLETE (ALL),
Plugins,Girédayi,Girédayi,Girédayi,Girédayi,CONSISTENT (ALL),
Poland,'',,'','',EMPTY (SOME),
Polarisation,'',Polarisation,Polarisation,Polarisation,INCOMPLETE (ALL),
Polarization,'',Polarization,Polarization,Polarization,INCOMPLETE (ALL),
Polish,'',Polish,Polish,Polish,INCOMPLETE (ALL),
Port A,'',Port A,Port A,Port A,INCOMPLETE (ALL),
Port B,'',Port B,Port B,Port B,INCOMPLETE (ALL),
Port C,'',Port C,Port C,Port C,INCOMPLETE (ALL),
Port D,'',Port D,Port D,Port D,INCOMPLETE (ALL),
Port of fallback remote receiver,,,'',,SOLITARY,
Portuguese,'',Portuguese,Portuguese,Portuguese,INCOMPLETE (ALL),
Position,,,'',,SOLITARY,
Position of completed timers in timerlist,,,Position of completed timers in timerlist,,SOLITARY,
Position stored at index,'',Position stored at index,Position stored at index,Position stored at index,INCOMPLETE (ALL),
Positioner,'',Positioner,Positioner,Positioner,INCOMPLETE (ALL),
Positioner (selecting satellites),'',,'',,EMPTY (SOME),
Positioner setup,Pozisyoner Çéki,Pozisyoner Çéki,Pozisyoner Çéki,Pozisyoner Çéki,CONSISTENT (ALL),
Positioner setup log,,,'',,SOLITARY,
Power LED,,,'',,SOLITARY,
Power management. Consult your receiver's manual for more information.,'',,'','',EMPTY (SOME),
Power on display,,,'',,SOLITARY,
Power threshold in mA,'',Power threshold in mA,Power threshold in mA,Power threshold in mA,INCOMPLETE (ALL),
Power threshold. Consult your receiver's manual for more information.,'',,'','',EMPTY (SOME),
PowerMenu,,,'',,SOLITARY,
Predefined transponder,'',Predefined transponder,Predefined transponder,Predefined transponder,INCOMPLETE (ALL),
Prefer AC3 track,'',Prefer AC3 track,Prefer AC3 track,Prefer AC3 track,INCOMPLETE (ALL),
Prefer AC3+ track,'',,'',,EMPTY (SOME),
Prefer audio track stored by service,'',Prefer audio track stored by service,Prefer audio track stored by service,Prefer audio track stored by service,INCOMPLETE (ALL),
Prefer graphical DVB subtitles,'',Prefer graphical DVB subtitles,Prefer graphical DVB subtitles,Prefer graphical DVB subtitles,INCOMPLETE (ALL),
Prefer subtitles for hearing impaired,'',Prefer subtitles for hearing impaired,Prefer subtitles for hearing impaired,Prefer subtitles for hearing impaired,INCOMPLETE (ALL),
Prefer subtitles stored by service,'',Prefer subtitles stored by service,Prefer subtitles stored by service,Prefer subtitles stored by service,INCOMPLETE (ALL),
Preferred tuner,'',Preferred tuner,Preferred tuner,Preferred tuner,INCOMPLETE (ALL),
Preferred tuner ATSC,,,'',,SOLITARY,
Preferred tuner ATSC for recordings,,,'',,SOLITARY,
Preferred tuner DVB-C,,,'',,SOLITARY,
Preferred tuner DVB-C for recordings,,,'','',EMPTY (SOME),
Preferred tuner DVB-S,,,'',,SOLITARY,
Preferred tuner DVB-S for recordings,,,'','',EMPTY (SOME),
Preferred tuner DVB-T,,,'',,SOLITARY,
Preferred tuner DVB-T for recordings,,,'','',EMPTY (SOME),
Preferred tuner for recordings,'',,'',,EMPTY (SOME),
Preparing... Please wait,'',Preparing... Please wait,Preparing... Please wait,Preparing... Please wait,INCOMPLETE (ALL),
Press '0' to toggle PiP mode,'',,'',,EMPTY (SOME),
Press 'OK' for attach next function or 'CH+/-' for edit attached.,,,'',,SOLITARY,
Press 'OK' for remove item or 'CH+/-' for toggle to list of features.,,,'',,SOLITARY,
Press 'OK' for remove item or < > for change order or 'CH+/-' for toggle to list of features.,,,'',,SOLITARY,
Press INFO on your remote control for additional information.,'',Press INFO on your remote control for additional information.,Press INFO on your remote control for additional information.,Press INFO on your remote control for additional information.,INCOMPLETE (ALL),
Press MENU on your remote control for additional options.,'',Press MENU on your remote control for additional options.,Press MENU on your remote control for additional options.,Press MENU on your remote control for additional options.,INCOMPLETE (ALL),
Press OK on your remote control to continue.,'',Press OK on your remote control to continue.,Press OK on your remote control to continue.,Press OK on your remote control to continue.,INCOMPLETE (ALL),
Press OK to activate the settings.,'',Press OK to activate the settings.,Press OK to activate the settings.,Press OK to activate the settings.,INCOMPLETE (ALL),
Press OK to edit the settings.,'',Press OK to edit the settings.,Press OK to edit the settings.,Press OK to edit the settings.,INCOMPLETE (ALL),
Press OK to get further details for %s,'',Press OK to get further details for %s,Press OK to get further details for %s,Press OK to get further details for %s,INCOMPLETE (ALL),
Press OK to scan,'',Press OK to scan,Press OK to scan,Press OK to scan,INCOMPLETE (ALL),
Press OK to select a group of satellites to configure in one block.,'',,'',,EMPTY (SOME),
Press OK to select a provider.,'',Press OK to select a provider.,Press OK to select a provider.,Press OK to select a provider.,INCOMPLETE (ALL),
Press OK to select satellites,'',,'',,EMPTY (SOME),
Press OK to select/deselect a CAId.,'',Press OK to select/deselect a CAId.,Press OK to select/deselect a CAId.,Press OK to select/deselect a CAId.,INCOMPLETE (ALL),
Press OK to toggle the selection,'',,'',,EMPTY (SOME),
Press OK to toggle the selection.,'',Press OK to toggle the selection.,Press OK to toggle the selection.,Press OK to toggle the selection.,INCOMPLETE (ALL),
"Press OK, save and exit...",,,'','',EMPTY (SOME),
Press or select button and then press 'OK' for attach function.,,,'',,SOLITARY,
Press or select button and then press 'OK' for attach next function or edit attached.,,,'',,SOLITARY,
Press yellow to set this interface as default interface.,,Press yellow to set this interface as default interface.,Press yellow to set this interface as default interface.,,UNCHANGED (SOME),
Prev,,,Prev,,SOLITARY,
Preview,'',Preview,Preview,Preview,INCOMPLETE (ALL),
Preview menu,'',Preview menu,Preview menu,Preview menu,INCOMPLETE (ALL),
Preview selected channel,'',,Preview selected channel,,INCOMPLETE (SOME),
Primary DNS,'',Primary DNS,Primary DNS,Primary DNS,INCOMPLETE (ALL),
Prime time,,,'',,SOLITARY,
Priority,'',Priority,Priority,Priority,INCOMPLETE (ALL),
Process,'',Process,Process,Process,INCOMPLETE (ALL),
Progress,'',Progress,Progress,Progress,INCOMPLETE (ALL),
Progress bar left,'',Progress bar left,Progress bar left,Progress bar left,INCOMPLETE (ALL),
Progress bar right,'',Progress bar right,Progress bar right,Progress bar right,INCOMPLETE (ALL),
Progress:,,,'',,SOLITARY,
Properties of current title,'',Properties of current title,Properties of current title,Properties of current title,INCOMPLETE (ALL),
Protect Screens,'',,'',,EMPTY (SOME),
Protect configuration,'',,'',,EMPTY (SOME),
Protect context menus,'',,'',,EMPTY (SOME),
Protect main menu,'',,'',,EMPTY (SOME),
Protect manufacturer reset screen,,,'','',EMPTY (SOME),
Protect menu sort,,,'',,SOLITARY,
Protect movie list,'',,'',,EMPTY (SOME),
Protect on epg age,'',,'',,EMPTY (SOME),
Protect plugin browser,'',,'',,EMPTY (SOME),
Protect services,'',Protect services,Protect services,Protect services,INCOMPLETE (ALL),
Protect software update screen,,,'',,SOLITARY,
Protect standby menu,'',,'',,EMPTY (SOME),
Protect timer menu,'',,'',,EMPTY (SOME),
Provider,'',Provider,Provider,Provider,INCOMPLETE (ALL),
Providers,'',Providers,Providers,Providers,INCOMPLETE (ALL),
Puerto Rico,'',,'','',EMPTY (SOME),
Purge deleted user bouquets,,,'','',EMPTY (SOME),
Put TV in standby,'',Put TV in standby,Put TV in standby,Put TV in standby,INCOMPLETE (ALL),
Put receiver in standby,,,Put receiver in standby,,SOLITARY,
Python frontend for /tmp/mmi.socket,'',Python frontend for /tmp/mmi.socket,Python frontend for /tmp/mmi.socket,Python frontend for /tmp/mmi.socket,INCOMPLETE (ALL),
Python version: ,,,'',,SOLITARY,
Qatar,'',,'','',EMPTY (SOME),
Question,'',,'',,EMPTY (SOME),
Quick,'',Quick,Quick,Quick,INCOMPLETE (ALL),
Quick zap,'',Quick zap,Quick zap,Quick zap,INCOMPLETE (ALL),
REC,'',,'',,EMPTY (SOME),
RF output,'',RF output,RF output,,INCOMPLETE (SOME),
RGB,'',RGB,RGB,RGB,INCOMPLETE (ALL),
Radio,,,Radio,,SOLITARY,
Ram disk,,,Ram disk,,SOLITARY,
Random,'',Random,Random,Random,INCOMPLETE (ALL),
Rating defined by broadcaster - %d,'',Rating defined by broadcaster - %d,Rating defined by broadcaster - %d,Rating defined by broadcaster - %d,INCOMPLETE (ALL),
Rating undefined,'',Rating undefined,Rating undefined,Rating undefined,INCOMPLETE (ALL),
Really close without saving settings?,'',Really close without saving settings?,Really close without saving settings?,Really close without saving settings?,INCOMPLETE (ALL),
Really delete done timers?,'',Really delete done timers?,Really delete done timers?,,INCOMPLETE (SOME),
Really exit the subservices quickzap?,'',Really exit the subservices quickzap?,Really exit the subservices quickzap?,Really exit the subservices quickzap?,INCOMPLETE (ALL),
Really perform a manufacturer reset now?,,,'',,SOLITARY,
Really reboot now?,'',Really reboot now?,Really reboot now?,Really reboot now?,INCOMPLETE (ALL),
Really restart now?,'',Really restart now?,Really restart now?,Really restart now?,INCOMPLETE (ALL),
Really shutdown now?,'',Really shutdown now?,Really shutdown now?,Really shutdown now?,INCOMPLETE (ALL),
Really store at index %2d for current position?,,,'',,SOLITARY,
Really update the frontprocessor and reboot now?,,,Really update the frontprocessor and reboot now?,,SOLITARY,
Really update your settop box and reboot now?,,,Really update your settop box and reboot now?,,SOLITARY,
Reboot,'',Reboot,Reboot,Reboot,INCOMPLETE (ALL),
Rec,,,Rec,,SOLITARY,
Recall to previous service,,,'',,SOLITARY,
Reception settings,'',,Reception settings,,INCOMPLETE (SOME),
Record,Qeyd,Qeyd,Qeyd,Qeyd,CONSISTENT (ALL),
Record time limited due to conflicting timer %s,'',Record time limited due to conflicting timer %s,Record time limited due to conflicting timer %s,Record time limited due to conflicting timer %s,INCOMPLETE (ALL),
Recorded files...,,,Recorded files...,,SOLITARY,
Recording,'',Recording,Recording,Recording,INCOMPLETE (ALL),
Recording Setup,'',,'',,EMPTY (SOME),
Recording in progress,'',Recording in progress,Recording in progress,Recording in progress,INCOMPLETE (ALL),
Recording paths,,,Réya Qeyda,,SOLITARY,
Recording type,'',Recording type,Recording type,Recording type,INCOMPLETE (ALL),
Recording(s) are in progress or coming up in few seconds!,'',Recording(s) are in progress or coming up in few seconds!,Recording(s) are in progress or coming up in few seconds!,Recording(s) are in progress or coming up in few seconds!,INCOMPLETE (ALL),
Recordings,'',Recordings,Recordings,Recordings,INCOMPLETE (ALL),
Recordings always have priority,'',Recordings always have priority,Recordings always have priority,Recordings always have priority,INCOMPLETE (ALL),
Red,,,'',,SOLITARY,
Red button...,'',Red button...,Red button...,Red button...,INCOMPLETE (ALL),
Red colored,'',,'',,EMPTY (SOME),
Reenter PIN,'',,'',,EMPTY (SOME),
Reflash recommended!,,,'','',EMPTY (SOME),
Refresh,,,'',,SOLITARY,
Refresh rate,'',Refresh rate,Refresh rate,Refresh rate,INCOMPLETE (ALL),
Refresh rate selection.,'',Refresh rate selection.,Refresh rate selection.,Refresh rate selection.,INCOMPLETE (ALL),
Regard deep standby as standby,'',Regard deep standby as standby,Regard deep standby as standby,Regard deep standby as standby,INCOMPLETE (ALL),
Region,'',,'',,EMPTY (SOME),
Relative,'',Relative,Relative,Relative,INCOMPLETE (ALL),
Relevant PIDs routing,,,'','',EMPTY (SOME),
Reload,'',Reload,Reload,Reload,INCOMPLETE (ALL),
Reload blacklists,'',,'',,EMPTY (SOME),
Reloading bouquets and services...,'',Reloading bouquets and services...,Reloading bouquets and services...,Reloading bouquets and services...,INCOMPLETE (ALL),
Remember last service in PiP,'',,'',,EMPTY (SOME),
Remember service PIN,'',Remember service PIN,Remember service PIN,Remember service PIN,INCOMPLETE (ALL),
"Reminder, you have chosen to save timeshift file.",,,'','',EMPTY (SOME),
Remote control type,'',Remote control type,Remote control type,Remote control type,INCOMPLETE (ALL),
Removal has completed.,,,Removal has completed.,,SOLITARY,
Remove,'',Remove,Remove,Remove,INCOMPLETE (ALL),
Remove a mark,'',Remove a mark,Remove a mark,Remove a mark,INCOMPLETE (ALL),
Remove a nameserver entry,'',Remove a nameserver entry,Remove a nameserver entry,Remove a nameserver entry,INCOMPLETE (ALL),
Remove all alternatives,,,Remove all alternatives,,SOLITARY,
Remove all logfiles,,,'',,SOLITARY,
Remove all new found flags,,,Remove all new found flags,,SOLITARY,
Remove bookmark,'',Remove bookmark,Remove bookmark,Remove bookmark,INCOMPLETE (ALL),
Remove bouquet from parental protection,,,'',,SOLITARY,
Remove cable services,,,'',,SOLITARY,
Remove completed timers after (days),'',Remove completed timers after (days),Remove completed timers after (days),,INCOMPLETE (SOME),
Remove currently selected title,'',Remove currently selected title,Remove currently selected title,Remove currently selected title,INCOMPLETE (ALL),
Remove directory,,,Remove directory,,SOLITARY,
Remove entry,,,Remove entry,,SOLITARY,
Remove from parental protection,,,Remove from parental protection,,SOLITARY,
Remove items from trash can after (days),'',Remove items from trash can after (days),Remove items from trash can after (days),Remove items from trash can after (days),INCOMPLETE (ALL),
Remove new found flag,,,Remove new found flag,,SOLITARY,
Remove plugins,'',Remove plugins,Remove plugins,Remove plugins,INCOMPLETE (ALL),
Remove selected satellite,,,Remove selected satellite,,SOLITARY,
Remove terrestrial services,,,'',,SOLITARY,
Remove this logfile,,,'',,SOLITARY,
Remove title,'',Remove title,Remove title,Remove title,INCOMPLETE (ALL),
Removing,'',Removing,Removing,Removing,INCOMPLETE (ALL),
