msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
Yesterday,'',Yesterday,Yesterday,Yesterday,INCOMPLETE (ALL),
You PIN code is 0000. This is the default PIN code and it disables parental control!\n,,,'',,SOLITARY,
"You already have a channel list installed,\nwould you like to remove\n\""%s\""?",'',"You already have a channel list installed,\nwould you like to remove\n\""%s\""?","You already have a channel list installed,\nwould you like to remove\n\""%s\""?","You already have a channel list installed,\nwould you like to remove\n\""%s\""?",INCOMPLETE (ALL),
You can cancel the installation.,'',You can cancel the installation.,You can cancel the installation.,You can cancel the installation.,INCOMPLETE (ALL),
You can cancel the removal.,'',You can cancel the removal.,You can cancel the removal.,You can cancel the removal.,INCOMPLETE (ALL),
You can continue watching TV etc. while this is running.,'',You can continue watching TV etc. while this is running.,You can continue watching TV etc. while this is running.,,INCOMPLETE (SOME),
You can enable if will be displayed extended EPG description for item.,,,'',,SOLITARY,
You can install this plugin.,'',You can install this plugin.,You can install this plugin.,You can install this plugin.,INCOMPLETE (ALL),
You can only burn receiver recordings!,,,You can only burn receiver recordings!,,SOLITARY,
You can remove this plugin.,'',You can remove this plugin.,You can remove this plugin.,You can remove this plugin.,INCOMPLETE (ALL),
You can set how will be finished movieplayer with 'Exit' button.,,,'',,SOLITARY,
You can set selected directory as 'root' directory for movie player.,,,'',,SOLITARY,
You cannot delete this!,'',You cannot delete this!,You cannot delete this!,You cannot delete this!,INCOMPLETE (ALL),
"You did not see all eight arrow heads. This means your TV has overscan enabled and presents you with a zoomed-in picture, causing you to loose part of a full HD screen. In addition this you may also miss parts of the user interface, for example volume bars and more.\n\nUnfortunately, your model of receiver is not capable to adjust the dimensions of the user interface. If not everything is visible, you should change the installed skin to one that supports the overscan area of your TV.\n\nWhen you select a different skin, the user interface of your receiver will restart.\n\nNote: you can always start the Overscan wizard later,  via\n\nmenu->installation->system->Overscan wizard",,,'',,SOLITARY,
"You did not see all eight arrow heads. This means your TV has overscan enabled and presents you with a zoomed-in picture, causing you to loose part of a full HD screen. In addition to this you may also miss parts of the user interface, for example volume bars and more.\n\nYou can now try to resize and change the position of the user interface until you see the eight arrow heads.\n\nWhen done press OK.\n\n",,,'',,SOLITARY,
You didn't select a channel to record from.,'',You didn't select a channel to record from.,You didn't select a channel to record from.,You didn't select a channel to record from.,INCOMPLETE (ALL),
You have to wait %s!,'',You have to wait %s!,You have to wait %s!,You have to wait %s!,INCOMPLETE (ALL),
You must switch to the service %s (%s - '%s')!\n,,,'','',EMPTY (SOME),
You seem to be in timeshift!,'','','','',EMPTY (ALL),
"Your collection exceeds the size of a single layer medium, you will need a blank dual layer DVD!",'',"Your collection exceeds the size of a single layer medium, you will need a blank dual layer DVD!","Your collection exceeds the size of a single layer medium, you will need a blank dual layer DVD!","Your collection exceeds the size of a single layer medium, you will need a blank dual layer DVD!",INCOMPLETE (ALL),
Your current collection will get lost!,'',Your current collection will get lost!,Your current collection will get lost!,Your current collection will get lost!,INCOMPLETE (ALL),
Your frontprocessor will be updated\nPlease wait until your receiver reboots\nThis may take a few minutes,,,Your frontprocessor will be updated\nPlease wait until your receiver reboots\nThis may take a few minutes,,SOLITARY,
Your internet connection is not working!\nPlease choose what you want to do next.,'',Your internet connection is not working!\nPlease choose what you want to do next.,Your internet connection is not working!\nPlease choose what you want to do next.,Your internet connection is not working!\nPlease choose what you want to do next.,INCOMPLETE (ALL),
Your internet connection is working (ip: %s),,Your internet connection is working (ip: %s),Your internet connection is working (ip: %s),Your internet connection is working (ip: %s),UNCHANGED (SOME),
Your network configuration has been activated.,'',Your network configuration has been activated.,Your network configuration has been activated.,Your network configuration has been activated.,INCOMPLETE (ALL),
Your receiver can use SCPC optimized search range. Consult your receiver's manual for more information.,'',,'','',EMPTY (SOME),
Your receiver can use tone amplitude. Consult your receiver's manual for more information.,'',,'','',EMPTY (SOME),
Your receiver does not have an internet connection,,Your receiver does not have an internet connection,Your receiver does not have an internet connection,Your receiver does not have an internet connection,UNCHANGED (SOME),
Your receiver is now ready to be used.\n\nYour internet connection is working.\n\n,,,Your receiver is now ready to be used.\n\nYour internet connection is working.\n\n,,SOLITARY,
Your receiver is now ready to use.\n\nYour internet connection is working now.\n\nPlease press OK to continue.,,,Your receiver is now ready to use.\n\nYour internet connection is working now.\n\nPlease press OK to continue.,,SOLITARY,
Your receiver is rebooting,,,Your receiver is rebooting,,SOLITARY,
Your receiver is shutting down,,,Your receiver is shutting down,,SOLITARY,
Your receiver might be unusable now. Please consult the manual for further assistance before rebooting your receiver.,,,Your receiver might be unusable now. Please consult the manual for further assistance before rebooting your receiver.,,SOLITARY,
Your receiver will got to stand by due to the sleeptimer.,,,'',,SOLITARY,
Your receiver will got to standby due to inactivity.,,,'',,SOLITARY,
Your receiver will restart after pressing OK on your remote control.,,,Your receiver will restart after pressing OK on your remote control.,,SOLITARY,
Your wireless LAN internet connection could not be started!\nHave you attached your USB WLAN Stick?\n\nPlease choose what you want to do next.,'',Your wireless LAN internet connection could not be started!\nHave you attached your USB WLAN Stick?\n\nPlease choose what you want to do next.,Your wireless LAN internet connection could not be started!\nHave you attached your USB WLAN Stick?\n\nPlease choose what you want to do next.,Your wireless LAN internet connection could not be started!\nHave you attached your USB WLAN Stick?\n\nPlease choose what you want to do next.,INCOMPLETE (ALL),
Zambia,'',,'','',EMPTY (SOME),
Zap,'',Zap,Zap,Zap,INCOMPLETE (ALL),
Zap back to previously tuned service?,'',Zap back to previously tuned service?,Zap back to previously tuned service?,Zap back to previously tuned service?,INCOMPLETE (ALL),
Zap back to service before positioner setup?,'',Zap back to service before positioner setup?,Zap back to service before positioner setup?,Zap back to service before positioner setup?,INCOMPLETE (ALL),
Zap bouquets blindly on zap buttons,,,'',,SOLITARY,
Zap down,'',,'',,EMPTY (SOME),
Zap focus to Picture in Picture,'',Zap focus to Picture in Picture,Zap focus to Picture in Picture,Zap focus to Picture in Picture,INCOMPLETE (ALL),
Zap focus to main screen,'',Zap focus to main screen,Zap focus to main screen,Zap focus to main screen,INCOMPLETE (ALL),
Zap mode,'',Zap mode,Zap mode,Zap mode,INCOMPLETE (ALL),
Zap to,'',,'',,EMPTY (SOME),
Zap to selected channel,'',,Zap to selected channel,,INCOMPLETE (SOME),
"Zap to selected channel, or show detailed event info (depends on configuration)",'',,"Zap to selected channel, or show detailed event info (depends on configuration)",,INCOMPLETE (SOME),
Zap up,'',,'','',EMPTY (SOME),
Zapped to timer service %s as Picture in Picture!,,,'',,SOLITARY,
Zgemma H.S/H.2S/H.2H/H5/H7(old model),,,'',,SOLITARY,
Zgemma H7(new model)/H9(new model)/H9COMBO/H9TWIN/H10,,,'',,SOLITARY,
Zgemma H9(old model)/I55Plus,,,'',,SOLITARY,
Zgemma Star S/2S/H1/H2,'',,'','',EMPTY (SOME),
Zimbabwe,'',,'','',EMPTY (SOME),
[REC],,,'',,SOLITARY,
[alternative edit],'',[alternative edit],[alternative edit],[alternative edit],INCOMPLETE (ALL),
[bouquet edit],'',[bouquet edit],[bouquet edit],[bouquet edit],INCOMPLETE (ALL),
[favourite edit],'',[favourite edit],[favourite edit],[favourite edit],INCOMPLETE (ALL),
[move mode],'',[move mode],[move mode],[move mode],INCOMPLETE (ALL),
a gui to assign services/providers to common interface modules,'',a gui to assign services/providers to common interface modules,a gui to assign services/providers to common interface modules,a gui to assign services/providers to common interface modules,INCOMPLETE (ALL),
a gui to assign services/providers/caids to common interface modules,'',a gui to assign services/providers/caids to common interface modules,a gui to assign services/providers/caids to common interface modules,a gui to assign services/providers/caids to common interface modules,INCOMPLETE (ALL),
about to start,'',about to start,about to start,about to start,INCOMPLETE (ALL),
activate network adapter configuration,'',activate network adapter configuration,activate network adapter configuration,,INCOMPLETE (SOME),
actual time only,,,'',,SOLITARY,
adult movie/drama,'',adult movie/drama,adult movie/drama,adult movie/drama,INCOMPLETE (ALL),
advanced,'',advanced,advanced,advanced,INCOMPLETE (ALL),
adventure/western/war,'',adventure/western/war,adventure/western/war,adventure/western/war,INCOMPLETE (ALL),
advertisement/shopping,'',advertisement/shopping,advertisement/shopping,advertisement/shopping,INCOMPLETE (ALL),
after ,,,'',,SOLITARY,
all,,,'',,SOLITARY,
alphabetic,'',alphabetic,alphabetic,alphabetic,INCOMPLETE (ALL),
alphabetic reverse,'',alphabetic reverse,alphabetic reverse,alphabetic reverse,INCOMPLETE (ALL),
alphabetical,,,'',,SOLITARY,
alternative,,,'',,SOLITARY,
always,,,'',,SOLITARY,
and never ask in this session again,,,'',,SOLITARY,
and never ask this again,,,'',,SOLITARY,
and select next channel,,,'',,SOLITARY,
and select previous channel,,,'',,SOLITARY,
are you sure to cancel all changes,,,'',,SOLITARY,
"arts/culture (without music, general)",'',"arts/culture (without music, general)","arts/culture (without music, general)","arts/culture (without music, general)",INCOMPLETE (ALL),
arts/culture magazine,'',arts/culture magazine,arts/culture magazine,arts/culture magazine,INCOMPLETE (ALL),
athletics,'',athletics,athletics,athletics,INCOMPLETE (ALL),
audio tracks,'',audio tracks,audio tracks,audio tracks,INCOMPLETE (ALL),
auto,'',auto,auto,auto,INCOMPLETE (ALL),
automatic,'',automatic,automatic,automatic,INCOMPLETE (ALL),
back,'',back,back,back,INCOMPLETE (ALL),
background image,'',background image,background image,background image,INCOMPLETE (ALL),
ballet,'',ballet,ballet,ballet,INCOMPLETE (ALL),
bc%s,,bc%s,bc%s,,UNCHANGED (SOME),
better,'',better,better,better,INCOMPLETE (ALL),
black,'',black,black,black,INCOMPLETE (ALL),
black & white,'',black & white,black & white,black & white,INCOMPLETE (ALL),
blacklist,'',blacklist,blacklist,blacklist,INCOMPLETE (ALL),
blue,'',blue,blue,blue,INCOMPLETE (ALL),
bottom,,,'','',EMPTY (SOME),
broadcasting/press,'',broadcasting/press,broadcasting/press,broadcasting/press,INCOMPLETE (ALL),
by date,'',by date,by date,by date,INCOMPLETE (ALL),
cartoon/puppets,'',cartoon/puppets,cartoon/puppets,cartoon/puppets,INCOMPLETE (ALL),
center,'',center,center,center,INCOMPLETE (ALL),
centered,'',,'',,EMPTY (SOME),
"centered, wrapped",'',,'','',EMPTY (SOME),
chapters,'',chapters,chapters,chapters,INCOMPLETE (ALL),
childrens's/youth program (general),,childrens's/youth program (general),childrens's/youth program (general),,UNCHANGED (SOME),
circular left,'',circular left,circular left,circular left,INCOMPLETE (ALL),
circular right,'',circular right,circular right,circular right,INCOMPLETE (ALL),
clip overscan / letterbox borders,'',,'','',EMPTY (SOME),
comedy,'',comedy,comedy,comedy,INCOMPLETE (ALL),
config menu,'',,config menu,,INCOMPLETE (SOME),
configure in which resolution pictures are displayed with the picture viewer and movieplayer,,,'',,SOLITARY,
confirmed,'',confirmed,confirmed,confirmed,INCOMPLETE (ALL),
connected,'',connected,connected,connected,INCOMPLETE (ALL),
controlled by HDMI,'',,'','',EMPTY (SOME),
cooking,'',cooking,cooking,cooking,INCOMPLETE (ALL),
daily,'',daily,daily,daily,INCOMPLETE (ALL),
day,'',day,day,day,INCOMPLETE (ALL),
default,'',,default,,INCOMPLETE (SOME),
delete cut,'',delete cut,delete cut,delete cut,INCOMPLETE (ALL),
descramble and record ecm,'',descramble and record ecm,descramble and record ecm,descramble and record ecm,INCOMPLETE (ALL),
detective/thriller,'',detective/thriller,detective/thriller,detective/thriller,INCOMPLETE (ALL),
disable,'',disable,disable,disable,INCOMPLETE (ALL),
disable intro screen,,,'',,SOLITARY,
disabled,'',disabled,disabled,disabled,INCOMPLETE (ALL),
disconnected,'',disconnected,disconnected,disconnected,INCOMPLETE (ALL),
discussion/interview/debate,'',discussion/interview/debate,discussion/interview/debate,discussion/interview/debate,INCOMPLETE (ALL),
do nothing,'',do nothing,do nothing,do nothing,INCOMPLETE (ALL),
documentary,'',documentary,documentary,documentary,INCOMPLETE (ALL),
"don't descramble, record ecm",'',"don't descramble, record ecm","don't descramble, record ecm","don't descramble, record ecm",INCOMPLETE (ALL),
done!,'',done!,done!,done!,INCOMPLETE (ALL),
east,'',east,east,east,INCOMPLETE (ALL),
economics/social advisory,'',economics/social advisory,economics/social advisory,economics/social advisory,INCOMPLETE (ALL),
education/science/factual topics (general),'',education/science/factual topics (general),education/science/factual topics (general),education/science/factual topics (general),INCOMPLETE (ALL),
embedded,,,'','',EMPTY (SOME),
empty,'',empty,empty,empty,INCOMPLETE (ALL),
enable,'',enable,enable,enable,INCOMPLETE (ALL),
enable intro screen,,,'',,SOLITARY,
enabled,'',enabled,enabled,enabled,INCOMPLETE (ALL),
end cut here,'',end cut here,end cut here,end cut here,INCOMPLETE (ALL),
entertainment (10-16 year old),'',entertainment (10-16 year old),entertainment (10-16 year old),entertainment (10-16 year old),INCOMPLETE (ALL),
entertainment (6-14 year old),'',entertainment (6-14 year old),entertainment (6-14 year old),entertainment (6-14 year old),INCOMPLETE (ALL),
epg cache backup,,,'','',EMPTY (SOME),
equestrian,'',equestrian,equestrian,equestrian,INCOMPLETE (ALL),
error starting scanning,'',,'','',EMPTY (SOME),
error while scanning,'',,'','',EMPTY (SOME),
et4000,'',,'','',EMPTY (SOME),
et5000/et6000,,,'',,SOLITARY,
et8000/et10000,,,'','',EMPTY (SOME),
et9000/et9100,'',,'','',EMPTY (SOME),
et9200/et9500/et6500,,,'',,SOLITARY,
execute cuts (requires MovieCut plugin),'',,'',,EMPTY (SOME),
exit DVD player or return to file browser,'',exit DVD player or return to file browser,exit DVD player or return to file browser,exit DVD player or return to file browser,INCOMPLETE (ALL),
exit network adapter configuration,'',exit network adapter configuration,exit network adapter configuration,,INCOMPLETE (SOME),
exit networkadapter setup menu,'',exit networkadapter setup menu,exit networkadapter setup menu,,INCOMPLETE (SOME),
experimental film/video,'',experimental film/video,experimental film/video,experimental film/video,INCOMPLETE (ALL),
extra wide,'',,'','',EMPTY (SOME),
failed,,,'',,SOLITARY,
false,'',false,false,false,INCOMPLETE (ALL),
fashion,'',fashion,fashion,fashion,INCOMPLETE (ALL),
"fileformats (BMP, PNG, JPG, GIF)",'',"fileformats (BMP, PNG, JPG, GIF)","fileformats (BMP, PNG, JPG, GIF)","fileformats (BMP, PNG, JPG, GIF)",INCOMPLETE (ALL),
filename,'',filename,filename,filename,INCOMPLETE (ALL),
film/cinema,'',film/cinema,film/cinema,film/cinema,INCOMPLETE (ALL),
fine arts,'',fine arts,fine arts,fine arts,INCOMPLETE (ALL),
fitness & health,'',fitness & health,fitness & health,fitness & health,INCOMPLETE (ALL),
flat alphabetic,'',flat alphabetic,flat alphabetic,flat alphabetic,INCOMPLETE (ALL),
flat alphabetic reverse,'',flat alphabetic reverse,flat alphabetic reverse,flat alphabetic reverse,INCOMPLETE (ALL),
folk/traditional music,'',folk/traditional music,folk/traditional music,folk/traditional music,INCOMPLETE (ALL),
football/soccer,'',football/soccer,football/soccer,football/soccer,INCOMPLETE (ALL),
foreign countries/expeditions,'',foreign countries/expeditions,foreign countries/expeditions,foreign countries/expeditions,INCOMPLETE (ALL),
forward to the next chapter,'',forward to the next chapter,forward to the next chapter,forward to the next chapter,INCOMPLETE (ALL),
free,'',free,free,free,INCOMPLETE (ALL),
from,'',,'','',EMPTY (SOME),
further education,'',further education,further education,further education,INCOMPLETE (ALL),
game show/quiz/contest,'',game show/quiz/contest,game show/quiz/contest,game show/quiz/contest,INCOMPLETE (ALL),
gardening,'',gardening,gardening,gardening,INCOMPLETE (ALL),
go to deep standby,'',go to deep standby,go to deep standby,go to deep standby,INCOMPLETE (ALL),
go to standby,'',go to standby,go to standby,go to standby,INCOMPLETE (ALL),
grab this frame as bitmap,'',grab this frame as bitmap,grab this frame as bitmap,grab this frame as bitmap,INCOMPLETE (ALL),
green,'',green,green,green,INCOMPLETE (ALL),
handicraft,'',handicraft,handicraft,handicraft,INCOMPLETE (ALL),
height,'',height,height,height,INCOMPLETE (ALL),
help...,'',,help...,,INCOMPLETE (SOME),
horizontal,'',horizontal,horizontal,horizontal,INCOMPLETE (ALL),
information/education/school program,'',information/education/school program,information/education/school program,information/education/school program,INCOMPLETE (ALL),
init module,'',init module,init module,init module,INCOMPLETE (ALL),
init modules,'',init modules,init modules,,INCOMPLETE (SOME),
insert mark here,'',insert mark here,insert mark here,insert mark here,INCOMPLETE (ALL),
invalid type,'',invalid type,invalid type,invalid type,INCOMPLETE (ALL),
jazz,'',jazz,jazz,jazz,INCOMPLETE (ALL),
jump back to the previous title,'',jump back to the previous title,jump back to the previous title,jump back to the previous title,INCOMPLETE (ALL),
jump forward to the next title,'',jump forward to the next title,jump forward to the next title,jump forward to the next title,INCOMPLETE (ALL),
jump to chapter by number,'',,'',,EMPTY (SOME),
languages,'',languages,languages,languages,INCOMPLETE (ALL),
leave movie player...,'',leave movie player...,leave movie player...,,INCOMPLETE (SOME),
left,'',left,left,left,INCOMPLETE (ALL),
"left, wrapped",'',,'','',EMPTY (SOME),
leisure hobbies (general),'',leisure hobbies (general),leisure hobbies (general),leisure hobbies (general),INCOMPLETE (ALL),
length,'',length,length,length,INCOMPLETE (ALL),
"limit ..., aborting !",'',"limit ..., aborting !","limit ..., aborting !","limit ..., aborting !",INCOMPLETE (ALL),
list style compact,,,list style compact,,SOLITARY,
list style compact with description,,,list style compact with description,,SOLITARY,
list style default,,,list style default,,SOLITARY,
list style single line,,,list style single line,,SOLITARY,
listens to hotplug events,,,'',,SOLITARY,
literature,'',literature,literature,literature,INCOMPLETE (ALL),
live broadcast,'',live broadcast,live broadcast,live broadcast,INCOMPLETE (ALL),
locked,'',locked,locked,locked,INCOMPLETE (ALL),
long,,,'','',EMPTY (SOME),
magazines/reports/documentary,'',magazines/reports/documentary,magazines/reports/documentary,magazines/reports/documentary,INCOMPLETE (ALL),
manual,'',manual,manual,manual,INCOMPLETE (ALL),
martial sports,'',martial sports,martial sports,martial sports,INCOMPLETE (ALL),
medicine/physiology/psychology,'',medicine/physiology/psychology,medicine/physiology/psychology,medicine/physiology/psychology,INCOMPLETE (ALL),
menu,'',menu,menu,menu,INCOMPLETE (ALL),
mins,'',mins,mins,mins,INCOMPLETE (ALL),
minutes,'',minutes,minutes,minutes,INCOMPLETE (ALL),
month,'',month,month,month,INCOMPLETE (ALL),
motor sport,'',motor sport,motor sport,motor sport,INCOMPLETE (ALL),
motoring,'',motoring,motoring,motoring,INCOMPLETE (ALL),
move down to last entry,'',move down to last entry,move down to last entry,,INCOMPLETE (SOME),
move down to next entry,'',move down to next entry,move down to next entry,,INCOMPLETE (SOME),
move up to first entry,'',move up to first entry,move up to first entry,,INCOMPLETE (SOME),
move up to previous entry,'',move up to previous entry,move up to previous entry,,INCOMPLETE (SOME),
movie/drama (general),'',movie/drama (general),movie/drama (general),movie/drama (general),INCOMPLETE (ALL),
multi,,,'',,SOLITARY,
multinorm,'',multinorm,multinorm,multinorm,INCOMPLETE (ALL),
music/ballet/dance (general),'',music/ballet/dance (general),music/ballet/dance (general),music/ballet/dance (general),INCOMPLETE (ALL),
musical/opera,'',musical/opera,musical/opera,musical/opera,INCOMPLETE (ALL),
nature/animals/environment,'',nature/animals/environment,nature/animals/environment,nature/animals/environment,INCOMPLETE (ALL),
never,'',never,never,never,INCOMPLETE (ALL),
new media,'',new media,new media,new media,INCOMPLETE (ALL),
news magazine,'',news magazine,news magazine,news magazine,INCOMPLETE (ALL),
news/current affairs (general),'',news/current affairs (general),news/current affairs (general),news/current affairs (general),INCOMPLETE (ALL),
news/weather report,'',news/weather report,news/weather report,news/weather report,INCOMPLETE (ALL),
no,'',no,no,no,INCOMPLETE (ALL),
no CAId selected,'',no CAId selected,no CAId selected,no CAId selected,INCOMPLETE (ALL),
no CI slots found,'',no CI slots found,no CI slots found,no CI slots found,INCOMPLETE (ALL),
no channel list,'',,'',,EMPTY (SOME),
no module found,'',no module found,no module found,no module found,INCOMPLETE (ALL),
no resource manager,'',,'',,EMPTY (SOME),
no storage devices found,'',no storage devices found,no storage devices found,no storage devices found,INCOMPLETE (ALL),
none,'',none,none,none,INCOMPLETE (ALL),
normal,'',normal,normal,normal,INCOMPLETE (ALL),
not configured,'',not configured,not configured,not configured,INCOMPLETE (ALL),
not locked,'',not locked,not locked,not locked,INCOMPLETE (ALL),
not supported,'',not supported,not supported,not supported,INCOMPLETE (ALL),
not tested,,,'',,SOLITARY,
not_tested,'',,'',,EMPTY (SOME),
nothing connected,'',nothing connected,nothing connected,nothing connected,INCOMPLETE (ALL),
of a DUAL layer medium used.,'',of a DUAL layer medium used.,of a DUAL layer medium used.,of a DUAL layer medium used.,INCOMPLETE (ALL),
of a SINGLE layer medium used.,'',of a SINGLE layer medium used.,of a SINGLE layer medium used.,of a SINGLE layer medium used.,INCOMPLETE (ALL),
off,'',off,off,off,INCOMPLETE (ALL),
off or wpa2 on,'',,'','',EMPTY (SOME),
offset is,'',offset is,offset is,offset is,INCOMPLETE (ALL),
on,'',on,on,on,INCOMPLETE (ALL),
on READ ONLY medium.,'',on READ ONLY medium.,on READ ONLY medium.,on READ ONLY medium.,INCOMPLETE (ALL),
once,'',once,once,once,INCOMPLETE (ALL),
only from deep standby,,,'',,SOLITARY,
only from standby,,,'',,SOLITARY,
open nameserver configuration,,open nameserver configuration,open nameserver configuration,,UNCHANGED (SOME),
original,'',original,original,original,INCOMPLETE (ALL),
original language,'',original language,original language,original language,INCOMPLETE (ALL),
pass,'',pass,pass,pass,INCOMPLETE (ALL),
pausing,,,'',,SOLITARY,
performing arts,'',performing arts,performing arts,performing arts,INCOMPLETE (ALL),
please press OK when ready,'',please press OK when ready,please press OK when ready,,INCOMPLETE (SOME),
"please wait, loading picture...",'',"please wait, loading picture...","please wait, loading picture...","please wait, loading picture...",INCOMPLETE (ALL),
popular culture/traditional arts,'',popular culture/traditional arts,popular culture/traditional arts,popular culture/traditional arts,INCOMPLETE (ALL),
pre-school children's program,'',pre-school children's program,pre-school children's program,pre-school children's program,INCOMPLETE (ALL),
receiver software because updates are available.,,,receiver software because updates are available.,,SOLITARY,
record,'',record,record,record,INCOMPLETE (ALL),
recording...,'',recording...,recording...,recording...,INCOMPLETE (ALL),
red,'',red,red,red,INCOMPLETE (ALL),
religion,'',religion,religion,religion,INCOMPLETE (ALL),
remarkable people,'',remarkable people,remarkable people,remarkable people,INCOMPLETE (ALL),
remove after this position,'',remove after this position,remove after this position,remove after this position,INCOMPLETE (ALL),
remove before this position,'',remove before this position,remove before this position,remove before this position,INCOMPLETE (ALL),
remove this mark,'',remove this mark,remove this mark,remove this mark,INCOMPLETE (ALL),
repeated,'',repeated,repeated,repeated,INCOMPLETE (ALL),
reserved for future use,,,'',,SOLITARY,
reverse by date,'',reverse by date,reverse by date,reverse by date,INCOMPLETE (ALL),
rewind to the previous chapter,'',rewind to the previous chapter,rewind to the previous chapter,rewind to the previous chapter,INCOMPLETE (ALL),
rgb,'',,'','',EMPTY (SOME),
right,'',right,right,right,INCOMPLETE (ALL),
"right, wrapped",'',,'','',EMPTY (SOME),
rock/pop,'',rock/pop,rock/pop,rock/pop,INCOMPLETE (ALL),
romance,'',romance,romance,romance,INCOMPLETE (ALL),
scan state,'',scan state,scan state,scan state,INCOMPLETE (ALL),
science fiction/fantasy/horror,'',science fiction/fantasy/horror,science fiction/fantasy/horror,science fiction/fantasy/horror,INCOMPLETE (ALL),
seconds,'',seconds,seconds,seconds,INCOMPLETE (ALL),
select CAId's,'',select CAId's,select CAId's,select CAId's,INCOMPLETE (ALL),
select menu entry,'',select menu entry,select menu entry,,INCOMPLETE (SOME),
serious music/classic music,'',serious music/classic music,serious music/classic music,serious music/classic music,INCOMPLETE (ALL),
serious/classical/religious/historical movie/drama,'',serious/classical/religious/historical movie/drama,serious/classical/religious/historical movie/drama,serious/classical/religious/historical movie/drama,INCOMPLETE (ALL),
service off-air,,,'',,SOLITARY,
show DVD main menu,'',show DVD main menu,show DVD main menu,show DVD main menu,INCOMPLETE (ALL),
show all tags,'',show all tags,show all tags,show all tags,INCOMPLETE (ALL),
show event details,'',show event details,show event details,show event details,INCOMPLETE (ALL),
show softwaremanager in setup menu,,,show softwaremanager in setup menu,,SOLITARY,
show softwaremanager on blue button,,show softwaremanager on blue button,show softwaremanager on blue button,show softwaremanager on blue button,UNCHANGED (SOME),
show/game show (general),'',show/game show (general),show/game show (general),show/game show (general),INCOMPLETE (ALL),
shuffle,'',shuffle,shuffle,shuffle,INCOMPLETE (ALL),
shut down,'',shut down,shut down,shut down,INCOMPLETE (ALL),
simple,'',simple,simple,simple,INCOMPLETE (ALL),
skip backward,'',skip backward,skip backward,skip backward,INCOMPLETE (ALL),
skip forward,'',skip forward,skip forward,skip forward,INCOMPLETE (ALL),
slot%s - %s,'',,'',,EMPTY (SOME),
slot%s - %s (current image),'',,'',,EMPTY (SOME),
"slot%s - %s (current image) with, backup",,,'',,SOLITARY,
"slot%s - %s (current image), without backup",,,'',,SOLITARY,
slot%s - %s mode 1,,,'',,SOLITARY,
slot%s - %s mode 1 (current image),,,'',,SOLITARY,
slot%s - %s mode 12,,,'',,SOLITARY,
slot%s - %s mode 12 (current image),,,'',,SOLITARY,
"slot%s - %s, with backup",,,'',,SOLITARY,
"slot%s - %s, without backup",,,'',,SOLITARY,
soap/melodram/folkloric,,soap/melodram/folkloric,soap/melodram/folkloric,,UNCHANGED (SOME),
social/political issues/economics (general),'',social/political issues/economics (general),social/political issues/economics (general),social/political issues/economics (general),INCOMPLETE (ALL),
social/spiritual science,'',social/spiritual science,social/spiritual science,social/spiritual science,INCOMPLETE (ALL),
special events,'',special events,special events,special events,INCOMPLETE (ALL),
special format data DVD (HDTV compatible),,,special format data DVD (HDTV compatible),,SOLITARY,
sports (general),'',sports (general),sports (general),sports (general),INCOMPLETE (ALL),
sports magazine,'',sports magazine,sports magazine,sports magazine,INCOMPLETE (ALL),
standard,'',standard,standard,,INCOMPLETE (SOME),
start cut here,'',start cut here,start cut here,start cut here,INCOMPLETE (ALL),
stepsize,'',stepsize,stepsize,stepsize,INCOMPLETE (ALL),
stereo,'',stereo,stereo,stereo,INCOMPLETE (ALL),
successful,'',,'',,EMPTY (SOME),
switch to the next angle,'',switch to the next angle,switch to the next angle,switch to the next angle,INCOMPLETE (ALL),
switch to the next audio track,'',switch to the next audio track,switch to the next audio track,switch to the next audio track,INCOMPLETE (ALL),
switch to the next subtitle language,'',switch to the next subtitle language,switch to the next subtitle language,switch to the next subtitle language,INCOMPLETE (ALL),
talk show,'',talk show,talk show,talk show,INCOMPLETE (ALL),
team sports,'',team sports,team sports,team sports,INCOMPLETE (ALL),
technology/natural science,'',technology/natural science,technology/natural science,technology/natural science,INCOMPLETE (ALL),
template file,'',template file,template file,template file,INCOMPLETE (ALL),
tennis/squash,'',tennis/squash,tennis/squash,tennis/squash,INCOMPLETE (ALL),
testing,,,testing,,SOLITARY,
this bouquet is protected by a parental control pin,'',,'',,EMPTY (SOME),
this recording,'',this recording,this recording,this recording,INCOMPLETE (ALL),
this service is protected by a parental control pin,'',this service is protected by a parental control pin,this service is protected by a parental control pin,this service is protected by a parental control pin,INCOMPLETE (ALL),
"toggle time, chapter, audio, subtitle info",'',"toggle time, chapter, audio, subtitle info","toggle time, chapter, audio, subtitle info","toggle time, chapter, audio, subtitle info",INCOMPLETE (ALL),
top,'',top,top,top,INCOMPLETE (ALL),
tourism/travel,'',tourism/travel,tourism/travel,tourism/travel,INCOMPLETE (ALL),
true,'',true,true,true,INCOMPLETE (ALL),
unavailable,'',unavailable,unavailable,unavailable,INCOMPLETE (ALL),
unconfirmed,'',unconfirmed,unconfirmed,unconfirmed,INCOMPLETE (ALL),
undefined,,,undefined,,SOLITARY,
unknown,'',unknown,unknown,unknown,INCOMPLETE (ALL),
unknown error,,,'',,SOLITARY,
unknown service,'',unknown service,unknown service,unknown service,INCOMPLETE (ALL),
unpublished,'',unpublished,unpublished,unpublished,INCOMPLETE (ALL),
