msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
Configure the gateway.,,,,Configure the gateway.,SOLITARY,
Configure the horizontal alignment of the subtitles.,,,,Configure the horizontal alignment of the subtitles.,SOLITARY,
Configure the infobar fading speed,,,,Configure the infobar fading speed,SOLITARY,
"Configure the initial fast forward speed. When you press the fast forward button, winding will start at this speed.",,,,"Configure the initial fast forward speed. When you press the fast forward button, winding will start at this speed.",SOLITARY,
"Configure the initial rewind speed. When you press the rewind button, rewinding will start at this speed.",,,,"Configure the initial rewind speed. When you press the rewind button, rewinding will start at this speed.",SOLITARY,
Configure the latitude of your location.,,,,Configure the latitude of your location.,SOLITARY,
Configure the longitude of your location.,,,,Configure the longitude of your location.,SOLITARY,
"Configure the minimum amount of disk space to be available for recordings. When the amount of space drops below this value, deleted items will be removed from the trash can.",,,,"Configure the minimum amount of disk space to be available for recordings. When the amount of space drops below this value, deleted items will be removed from the trash can.",SOLITARY,
"Configure the minimum width before showing the 'i' icon, '0' is equal to not showing the icon at all.",,,,"Configure the minimum width before showing the 'i' icon, '0' is equal to not showing the icon at all.",SOLITARY,
Configure the nameserver (DNS).,,,,Configure the nameserver (DNS).,SOLITARY,
Configure the netmask.,,,,Configure the netmask.,SOLITARY,
Configure the number of days after which items are automatically removed from the trash can.\nA setting of 0 disables this.,,,,Configure the number of days after which items are automatically removed from the trash can.\nA setting of 0 disables this.,SOLITARY,
Configure the number of days old timers are kept before they are automatically removed from the timer list.,,,,Configure the number of days old timers are kept before they are automatically removed from the timer list.,SOLITARY,
Configure the number of rows shown.,,,,Configure the number of rows shown.,SOLITARY,
Configure the offline decoding delay (in milliseconds). The configured delay is observed at each control word parity change.,,,,Configure the offline decoding delay (in milliseconds). The configured delay is observed at each control word parity change.,SOLITARY,
Configure the possible fast forward speeds.,,,,Configure the possible fast forward speeds.,SOLITARY,
Configure the possible rewind speeds.,,,,Configure the possible rewind speeds.,SOLITARY,
Configure the primary EPG language.,,,,Configure the primary EPG language.,SOLITARY,
Configure the refresh rate of the screen. Multi means refresh rate depends on the source 24/50/60Hz,,,,Configure the refresh rate of the screen. Multi means refresh rate depends on the source 24/50/60Hz,SOLITARY,
Configure the second audio language.,,,,Configure the second audio language.,SOLITARY,
Configure the second subtitle language.,,,,Configure the second subtitle language.,SOLITARY,
Configure the secondary EPG language.,,,,Configure the secondary EPG language.,SOLITARY,
Configure the skip time interval for the 1 and 3 buttons.,,,,Configure the skip time interval for the 1 and 3 buttons.,SOLITARY,
Configure the skip time interval for the 4 and 6 buttons.,,,,Configure the skip time interval for the 4 and 6 buttons.,SOLITARY,
Configure the skip time interval for the 7 and 9 buttons.,,,,Configure the skip time interval for the 7 and 9 buttons.,SOLITARY,
Configure the slow motion speeds.,,,,Configure the slow motion speeds.,SOLITARY,
Configure the source of the frontend data as shown on the infobars. 'Settings' is as stored on the settings. 'Tuner' is as reported by the tuner.,,,,Configure the source of the frontend data as shown on the infobars. 'Settings' is as stored on the settings. 'Tuner' is as reported by the tuner.,SOLITARY,
Configure the speed of the background deletion process. Lower speed will consume less hard disk drive performance.,,,,Configure the speed of the background deletion process. Lower speed will consume less hard disk drive performance.,SOLITARY,
Configure the subtitle delay when timing information is not available.,,,,Configure the subtitle delay when timing information is not available.,SOLITARY,
Configure the third audio language.,,,,Configure the third audio language.,SOLITARY,
Configure the third subtitle language.,,,,Configure the third subtitle language.,SOLITARY,
Configure the transparency of the black background of graphical DVB subtitles.,,,,Configure the transparency of the black background of graphical DVB subtitles.,SOLITARY,
Configure the tuner mode.,,,,Configure the tuner mode.,SOLITARY,
"Configure the vertical position of the subtitles, measured from the bottom of the screen.",,,,"Configure the vertical position of the subtitles, measured from the bottom of the screen.",SOLITARY,
Configure the width allocated to the picon.,,,,Configure the width allocated to the picon.,SOLITARY,
Configure the width allocated to the service name.,,,,Configure the width allocated to the service name.,SOLITARY,
"Configure this tuner using simple or advanced options, or loop it through to another tuner, or copy a configuration from another tuner, or disable it.",,,,'',SOLITARY,
"Configure to show the channel names, picons, or both in the EPG.",,,,"Configure to show the channel names, picons, or both in the EPG.",SOLITARY,
Configure whether (and for how long) a second infobar will be shown when OK is pressed twice. The second infobar contains additional information about the current channel.,,,,Configure whether (and for how long) a second infobar will be shown when OK is pressed twice. The second infobar contains additional information about the current channel.,SOLITARY,
Configure whether or not an rotor position will be displayed on infobar,,,,Configure whether or not an rotor position will be displayed on infobar,SOLITARY,
Configure which color format should be used on the SCART output.,,,,Configure which color format should be used on the SCART output.,SOLITARY,
"Configure which tuner for recordings will be preferred, when more than one tuner is available.",,,,"Configure which tuner for recordings will be preferred, when more than one tuner is available.",SOLITARY,
"Configure which tuner type will be preferred, when the same service is available on different types of tuners.",,,,"Configure which tuner type will be preferred, when the same service is available on different types of tuners.",SOLITARY,
"Configure which tuner will be preferred, when more than one tuner is available. If set to 'auto' the system will give priority to the tuner having the lowest number of channels/satellites.",,,,"Configure which tuner will be preferred, when more than one tuner is available. If set to 'auto' the system will give priority to the tuner having the lowest number of channels/satellites.",SOLITARY,
Configure your NTP server.,,,,Configure your NTP server.,SOLITARY,
Configure your internal LAN,,,,Configure your internal LAN,SOLITARY,
Configure your network again,,,,Configure your network again,SOLITARY,
"Configure your network settings, and press OK to start the scan",,,,"Configure your network settings, and press OK to start the scan",SOLITARY,
Configure your wireless LAN again,,,,Configure your wireless LAN again,SOLITARY,
Configures which video output connector will be used.,,,,Configures which video output connector will be used.,SOLITARY,
Configuring,,,,Configuring,SOLITARY,
Conflicting timer,,,,Conflicting timer,SOLITARY,
Congo,,,,'',SOLITARY,
Congo (Democratic Republic of the),,,,'',SOLITARY,
Connect,,,,Connect,SOLITARY,
Connect to a wireless network,,,,Connect to a wireless network,SOLITARY,
Connected clients,,,,Connected clients,SOLITARY,
Connected satellites,,,,Connected satellites,SOLITARY,
Connected to,,,,Connected to,SOLITARY,
"Connected transcoding, limit - no PiP!",,,,'',SOLITARY,
Connected: ,,,,Connected: ,SOLITARY,
Connection using the supplied FTP parameters failed. Please recheck the details and try again.,,,,'',SOLITARY,
Consult your SCR device spec sheet for this information.,,,,'',SOLITARY,
"Consult your motor's spec sheet for this information, or leave the default setting.",,,,'',SOLITARY,
Content,,,,Content,SOLITARY,
Content does not fit on DVD!,,,,Content does not fit on DVD!,SOLITARY,
Context,,,,Context,SOLITARY,
Continue,,,,Continue,SOLITARY,
Continue playback,,,,Continue playback,SOLITARY,
Continue playing,,,,Continue playing,SOLITARY,
Continues,,,,Continues,SOLITARY,
Continues play (loop),,,,Continues play (loop),SOLITARY,
Contrast,,,,Contrast,SOLITARY,
Control LED can be turned on or off here.,,,,'',SOLITARY,
Converting ext3 to ext4...,,,,Converting ext3 to ext4...,SOLITARY,
Cook Islands,,,,'',SOLITARY,
Copy,,,,Copy,SOLITARY,
Copy to bouquets,,,,Copy to bouquets,SOLITARY,
Copying files,,,,Copying files,SOLITARY,
Costa Rica,,,,'',SOLITARY,
Cote d'Ivoire,,,,'',SOLITARY,
Could not find installed channel list.,,,,Could not find installed channel list.,SOLITARY,
Could not load medium! No disc inserted?,,,,Could not load medium! No disc inserted?,SOLITARY,
Could not open the file %s!,,,,Could not open the file %s!,SOLITARY,
Could not record due to a conflicting timer %s,,,,Could not record due to a conflicting timer %s,SOLITARY,
Could not record due to an invalid service %s,,,,Could not record due to an invalid service %s,SOLITARY,
Could not save configfile %s!,,,,Could not save configfile %s!,SOLITARY,
Country for EPG event rating information,,,,'',SOLITARY,
Cover dashed flickering line for this service,,,,'',SOLITARY,
Crash Logs,,,,Crash Logs,SOLITARY,
Create DVD-ISO,,,,Create DVD-ISO,SOLITARY,
Create directory,,,,Create directory,SOLITARY,
Creating AP and SC Files,,,,Creating AP and SC Files,SOLITARY,
Creating Hardlink to Timeshift file failed!,,,,Creating Hardlink to Timeshift file failed!,SOLITARY,
Creating directory %s failed.,,,,Creating directory %s failed.,SOLITARY,
Croatian,,,,Croatian,SOLITARY,
Cron Manager,,,,Cron Manager,SOLITARY,
Cuba,,,,'',SOLITARY,
Curacao,,,,'',SOLITARY,
Current CEC address,,,,Current CEC address,SOLITARY,
Current Event:,,,,Current Event:,SOLITARY,
Current Status:,,,,Current Status:,SOLITARY,
Current device: ,,,,Current device: ,SOLITARY,
Current mode: %s \n,,,,Current mode: %s \n,SOLITARY,
Current rotor position: ,,,,Current rotor position: ,SOLITARY,
Current settings:,,,,Current settings:,SOLITARY,
Current time,,,,Current time,SOLITARY,
Current transponder,,,,Current transponder,SOLITARY,
Current value: ,,,,Current value: ,SOLITARY,
Current version:,,,,Current version:,SOLITARY,
Custom,,,,Custom,SOLITARY,
Custom skip time for '4'/'6' buttons,,,,Custom skip time for '4'/'6' buttons,SOLITARY,
Custom skip time for '7'/'9' buttons,,,,Custom skip time for '7'/'9' buttons,SOLITARY,
Cut,,,,Cut,SOLITARY,
Cutlist editor,,,,Cutlist editor,SOLITARY,
Cutlist editor...,,,,Cutlist editor...,SOLITARY,
Cyprus,,,,'',SOLITARY,
Czech,,,,Czech,SOLITARY,
DAC,,,,DAC,SOLITARY,
DHCP,,,,DHCP,SOLITARY,
DLNA support,,,,DLNA support,SOLITARY,
DMM advanced,,,,DMM advanced,SOLITARY,
DMM normal,,,,DMM normal,SOLITARY,
DTS,,,,DTS,SOLITARY,
DTS-HD HR/DTS-HD MA/DTS,,,,'',SOLITARY,
DUAL LAYER DVD,,,,DUAL LAYER DVD,SOLITARY,
DVB CI Delay,,,,'',SOLITARY,
DVB subtitle black transparency,,,,DVB subtitle black transparency,SOLITARY,
DVB type,,,,'',SOLITARY,
DVB-C,,,,DVB-C,SOLITARY,
DVB-C ANNEX C,,,,DVB-C ANNEX C,SOLITARY,
DVB-S,,,,DVB-S,SOLITARY,
DVB-S2,,,,DVB-S2,SOLITARY,
DVB-T,,,,DVB-T,SOLITARY,
DVB-T2,,,,DVB-T2,SOLITARY,
DVD data format,,,,DVD data format,SOLITARY,
DVD file browser,,,,DVD file browser,SOLITARY,
DVD media toolbox,,,,DVD media toolbox,SOLITARY,
DVD player,,,,DVD player,SOLITARY,
DVD titlelist,,,,DVD titlelist,SOLITARY,
Daily,,,,Daily,SOLITARY,
Danish,,,,Danish,SOLITARY,
Date,,,,Date,SOLITARY,
Date style,,,,'',SOLITARY,
Day D Mon,,,,'',SOLITARY,
Day D-Mon,,,,'',SOLITARY,
Day D/M,,,,'',SOLITARY,
Day D/MM,,,,'',SOLITARY,
Day DD Mon,,,,'',SOLITARY,
Day DD-Mon,,,,'',SOLITARY,
Day DD/MM,,,,'',SOLITARY,
Day M/D,,,,'',SOLITARY,
Day M/DD,,,,'',SOLITARY,
Day MM/D,,,,'',SOLITARY,
Day MM/DD,,,,'',SOLITARY,
Day Mon D,,,,'',SOLITARY,
Day Mon DD,,,,'',SOLITARY,
Day Mon-D,,,,'',SOLITARY,
Day Mon-DD,,,,'',SOLITARY,
Dayname D Month Year,,,,'',SOLITARY,
Dayname D-Month-Year,,,,'',SOLITARY,
Dayname D. Month Year,,,,'',SOLITARY,
Dayname D.M.Year,,,,'',SOLITARY,
Dayname D.MM.Year,,,,'',SOLITARY,
Dayname D/M/Year,,,,'',SOLITARY,
Dayname D/MM/Year,,,,'',SOLITARY,
Dayname DD Month Year,,,,'',SOLITARY,
Dayname DD-Month-Year,,,,'',SOLITARY,
Dayname DD. Month Year,,,,'',SOLITARY,
Dayname DD.M.Year,,,,'',SOLITARY,
Dayname DD.MM.Year,,,,'',SOLITARY,
Dayname DD/M/Year,,,,'',SOLITARY,
Dayname DD/MM/Year,,,,'',SOLITARY,
Dayname M/D/Year,,,,'',SOLITARY,
Dayname M/DD/Year,,,,'',SOLITARY,
Dayname MM/D/Year,,,,'',SOLITARY,
Dayname MM/DD/Year,,,,'',SOLITARY,
Dayname Month D Year,,,,'',SOLITARY,
Dayname Month DD Year,,,,'',SOLITARY,
Dayname Month-D-Year,,,,'',SOLITARY,
Dayname Month-DD-Year,,,,'',SOLITARY,
Dayname Year Month D,,,,'',SOLITARY,
Dayname Year Month DD,,,,'',SOLITARY,
Dayname Year-Month-D,,,,'',SOLITARY,
Dayname Year-Month-DD,,,,'',SOLITARY,
Dayname Year/M/D,,,,'',SOLITARY,
Dayname Year/M/DD,,,,'',SOLITARY,
Dayname Year/MM/D,,,,'',SOLITARY,
Dayname Year/MM/DD,,,,'',SOLITARY,
De-select,,,,De-select,SOLITARY,
Debug Logs,,,,Debug Logs,SOLITARY,
Debug log time format *,,,,'',SOLITARY,
Deep Standby,,,,Deep Standby,SOLITARY,
Deep standby,,,,Deep standby,SOLITARY,
Default,,,,Default,SOLITARY,
Default movie location,,,,Default movie location,SOLITARY,
Default port is '%d'. Change if required.,,,,'',SOLITARY,
Default recording type,,,,Default recording type,SOLITARY,
Default settings,,,,Default settings,SOLITARY,
Defaults,,,,Defaults,SOLITARY,
Delay after change voltage before switch command,,,,Delay after change voltage before switch command,SOLITARY,
Delay after continuous tone disable before diseqc,,,,Delay after continuous tone disable before diseqc,SOLITARY,
Delay after diseqc peripherial poweron command,,,,Delay after diseqc peripherial poweron command,SOLITARY,
Delay after diseqc reset command,,,,Delay after diseqc reset command,SOLITARY,
Delay after enable voltage before motor command,,,,Delay after enable voltage before motor command,SOLITARY,
Delay after enable voltage before switch command,,,,Delay after enable voltage before switch command,SOLITARY,
Delay after final continuous tone change,,,,Delay after final continuous tone change,SOLITARY,
Delay after last diseqc command,,,,Delay after last diseqc command,SOLITARY,
Delay after last voltage change,,,,Delay after last voltage change,SOLITARY,
Delay after motor stop command,,,,Delay after motor stop command,SOLITARY,
Delay after set voltage before measure motor power,,,,Delay after set voltage before measure motor power,SOLITARY,
Delay after toneburst,,,,Delay after toneburst,SOLITARY,
Delay after voltage change before motor command,,,,Delay after voltage change before motor command,SOLITARY,
Delay before key repeat starts:,,,,Delay before key repeat starts:,SOLITARY,
Delay before sequence repeat,,,,Delay before sequence repeat,SOLITARY,
Delay between diseqc commands,,,,Delay between diseqc commands,SOLITARY,
Delay between switch and motor command,,,,Delay between switch and motor command,SOLITARY,
Delay for external subtitles,,,,Delay for external subtitles,SOLITARY,
Delay time,,,,Delay time,SOLITARY,
Delay:,,,,Delay:,SOLITARY,
Delete,,,,Delete,SOLITARY,
Delete %s?,,,,Delete %s?,SOLITARY,
Delete Confirmation,,,,Delete Confirmation,SOLITARY,
Delete EPG,,,,Delete EPG,SOLITARY,
Delete entry,,,,Delete entry,SOLITARY,
Delete failed!,,,,Delete failed!,SOLITARY,
Delete file,,,,Delete file,SOLITARY,
Delete playlist entry,,,,Delete playlist entry,SOLITARY,
Delete saved playlist,,,,Delete saved playlist,SOLITARY,
Delete the character to the left of cursor,,,,'',SOLITARY,
Delete the character to the left of text cursor,,,,'',SOLITARY,
Delete the character under the cursor,,,,'',SOLITARY,
Delete the character under the text cursor,,,,'',SOLITARY,
Deleted,,,,Deleted,SOLITARY,
Deleted %s!,,,,Deleted %s!,SOLITARY,
Deleted items,,,,Deleted items,SOLITARY,
Deleting files,,,,Deleting files,SOLITARY,
Denmark,,,,'',SOLITARY,
Depth,,,,Depth,SOLITARY,
"Descramble & record ECM' gives the option to descramble afterwards if descrambling on recording failed. 'Don't descramble, record ECM' save a scramble recording that can be descrambled on playback. 'Normal' means descramble the recording and don't record ECM.",,,,"Descramble & record ECM' gives the option to descramble afterwards if descrambling on recording failed. 'Don't descramble, record ECM' save a scramble recording that can be descrambled on playback. 'Normal' means descramble the recording and don't record ECM.",SOLITARY,
Descramble receiving http streams,,,,Descramble receiving http streams,SOLITARY,
Descramble sending http streams,,,,Descramble sending http streams,SOLITARY,
Description,,,,Description,SOLITARY,
Deselect,,,,Deselect,SOLITARY,
Details for plugin: ,,,,Details for plugin: ,SOLITARY,
"Detect programs split by news bulletins. Choose the maximum duration in minutes to consider as a bulletin, or 0 to disable.",,,,'',SOLITARY,
Detected devices:,,,,Detected devices:,SOLITARY,
Detected tuners:,,,,Detected tuners:,SOLITARY,
Device mounts,,,,Device mounts,SOLITARY,
Devicename:,,,,Devicename:,SOLITARY,
Devices,,,,Devices,SOLITARY,
DiSEqC,,,,DiSEqC,SOLITARY,
DiSEqC 1.0 command,,,,DiSEqC 1.0 command,SOLITARY,
DiSEqC 1.1 command,,,,DiSEqC 1.1 command,SOLITARY,
DiSEqC 1.1 repeats,,,,DiSEqC 1.1 repeats,SOLITARY,
DiSEqC A/B,,,,DiSEqC A/B,SOLITARY,
DiSEqC A/B/C/D,,,,DiSEqC A/B/C/D,SOLITARY,
DiSEqC mode,,,,DiSEqC mode,SOLITARY,
DiSEqC port %s: %s,,,,DiSEqC port %s: %s,SOLITARY,
DiSEqC-tester settings,,,,DiSEqC-tester settings,SOLITARY,
Digital contour removal,,,,Digital contour removal,SOLITARY,
Dim the LCD after specified time.,,,,'',SOLITARY,
Direct playback of linked titles without menu,,,,Direct playback of linked titles without menu,SOLITARY,
Directory,,,,Directory,SOLITARY,
Directory %s does not exist.,,,,Directory %s does not exist.,SOLITARY,
Directory browser,,,,Directory browser,SOLITARY,
Disable,,,,Disable,SOLITARY,
Disable Animations,,,,Disable Animations,SOLITARY,
Disable Picture in Picture,,,,Disable Picture in Picture,SOLITARY,
Disable background scanning,,,,Disable background scanning,SOLITARY,
Disable move mode,,,,Disable move mode,SOLITARY,
Disabled,,,,Disabled,SOLITARY,
Disk space to reserve for recordings (in GB),,,,Disk space to reserve for recordings (in GB),SOLITARY,
Display 16:9 content as,,,,Display 16:9 content as,SOLITARY,
Display 4:3 content as,,,,Display 4:3 content as,SOLITARY,
Display >16:9 content as,,,,Display >16:9 content as,SOLITARY,
Display and user interface,,,,Display and user interface,SOLITARY,
Display message before playing next movie,,,,Display message before playing next movie,SOLITARY,
Display selection list as a selection menu,,,,'',SOLITARY,
Display the EIT now/next eventdata in infobar.,,,,Display the EIT now/next eventdata in infobar.,SOLITARY,
Display the virtual keyboard for data entry,,,,'',SOLITARY,
Do not center DVB subs on this service,,,,'',SOLITARY,
Do not change,,,,Do not change,SOLITARY,
Do not record,,,,Do not record,SOLITARY,
Do nothing,,,,Do nothing,SOLITARY,
Do you really want to check the filesystem?\nThis could take a long time!,,,,Do you really want to check the filesystem?\nThis could take a long time!,SOLITARY,
Do you really want to delete %s ?,,,,Do you really want to delete %s ?,SOLITARY,
Do you really want to delete %s?,,,,Do you really want to delete %s?,SOLITARY,
Do you really want to delete ?,,,,Do you really want to delete ?,SOLITARY,
Do you really want to delete this timer ?,,,,Do you really want to delete this timer ?,SOLITARY,
"Do you really want to download the plugin \""%s\""?",,,,"Do you really want to download the plugin \""%s\""?",SOLITARY,
Do you really want to exit?,,,,Do you really want to exit?,SOLITARY,
Do you really want to initialize this device?\nAll the data on the device will be lost!,,,,Do you really want to initialise this device?\nAll the data on the device will be lost!,SOLITARY,
Do you really want to move to the trash can ?,,,,Do you really want to move to the trash can ?,SOLITARY,
Do you really want to permamently remove '%s' from the trash can ?,,,,Do you really want to permanently remove '%s' from the trash can ?,SOLITARY,
Do you really want to permanently remove from the trash can ?,,,,Do you really want to permanently remove from the trash can ?,SOLITARY,
Do you really want to remove directory %s from the disk?,,,,Do you really want to remove directory %s from the disk?,SOLITARY,
"Do you really want to remove the plugin \""%s\""?",,,,"Do you really want to remove the plugin \""%s\""?",SOLITARY,
Do you really want to remove the timer for %s?,,,,Do you really want to remove the timer for %s?,SOLITARY,
Do you really want to remove your bookmark of %s?,,,,Do you really want to remove your bookmark of %s?,SOLITARY,
Do you want to add any additional information ?,,,,Do you want to add any additional information ?,SOLITARY,
Do you want to attach a text file to explain the log ?\n(choose 'No' to type message using virtual keyboard.),,,,Do you want to attach a text file to explain the log ?\n(choose 'No' to type message using virtual keyboard.),SOLITARY,
Do you want to burn this collection to DVD medium?,,,,Do you want to burn this collection to DVD medium?,SOLITARY,
Do you want to continue?,,,,Do you want to continue?,SOLITARY,
Do you want to delete all the selected files:\n(choose 'No' to only delete the currently selected file.),,,,Do you want to delete all the selected files:\n(choose 'No' to only delete the currently selected file.),SOLITARY,
Do you want to do a service scan?,,,,Do you want to do a service scan?,SOLITARY,
Do you want to do another manual service scan?,,,,Do you want to do another manual service scan?,SOLITARY,
Do you want to install the package:\n,,,,Do you want to install the package:\n,SOLITARY,
Do you want to play DVD in drive?,,,,Do you want to play DVD in drive?,SOLITARY,
Do you want to preview this DVD before burning?,,,,Do you want to preview this DVD before burning?,SOLITARY,
Do you want to reboot your %s %s,,,,Do you want to reboot your %s %s,SOLITARY,
Do you want to reboot your receiver?,,,,Do you want to reboot your receiver?,SOLITARY,
Do you want to remove the package:\n,,,,Do you want to remove the package:\n,SOLITARY,
Do you want to restore your settings?,,,,Do you want to restore your settings?,SOLITARY,
Do you want to resume playback?,,,,Do you want to resume playback?,SOLITARY,
Do you want to send all the selected files:\n(choose 'No' to only send the currently selected file.),,,,Do you want to send all the selected files:\n(choose 'No' to only send the currently selected file.),SOLITARY,
Do you want to update your %s %s ?,,,,Do you want to update your %s %s ?,SOLITARY,
Do you want to upgrade the package:\n,,,,Do you want to upgrade the package:\n,SOLITARY,
Dobly Digital downmix is now,,,,Dobly Digital downmix is now,SOLITARY,
Domain,,,,'',SOLITARY,
Dominica,,,,'',SOLITARY,
Dominican Republic,,,,'',SOLITARY,
Don't save,,,,Don't save,SOLITARY,
Don't stop current event but disable future events,,,,Don't stop current event but disable future events,SOLITARY,
Don't zap,,,,Don't zap,SOLITARY,
Don't zap and disable timer,,,,Don't zap and disable timer,SOLITARY,
Don't zap and remove timer,,,,Don't zap and remove timer,SOLITARY,
Done,,,,'',SOLITARY,
Down,,,,Down,SOLITARY,
Download plugins,,,,Download plugins,SOLITARY,
Downloading,,,,Downloading,SOLITARY,
Downloading plugin information. Please wait...,,,,Downloading plugin information. Please wait...,SOLITARY,
Drivers:\t%s\n,,,,Drivers:\t%s\n,SOLITARY,
Drivers: %s,,,,Drivers: %s,SOLITARY,
Dual core,,,,'',SOLITARY,
Dutch,,,,Dutch,SOLITARY,
Dynamic contrast,,,,Dynamic contrast,SOLITARY,
E,,,,E,SOLITARY,
ECM Statistics,,,,ECM Statistics,SOLITARY,
ECM Time,,,,ECM Time,SOLITARY,
ECM avg,,,,ECM avg,SOLITARY,
ECM data will be included in the stream. This enables a client receiver to decode it.,,,,ECM data will be included in the stream. This enables a client receiver to decode it.,SOLITARY,
ECM last,,,,ECM last,SOLITARY,
ECM-Time,,,,ECM-Time,SOLITARY,
EPG,,,,EPG,SOLITARY,
EPG Cache Check,,,,EPG Cache Check,SOLITARY,
EPG Commands,,,,'',SOLITARY,
EPG filename,,,,EPG filename,SOLITARY,
EPG language selection 1,,,,EPG language selection 1,SOLITARY,
EPG language selection 2,,,,EPG language selection 2,SOLITARY,
EPG location,,,,EPG location,SOLITARY,
EPG settings,,,,EPG settings,SOLITARY,
ERROR - failed to scan (%s)!,,,,ERROR - failed to scan (%s)!,SOLITARY,
ERROR: Response 403 Forbidden,,,,'',SOLITARY,
ET8500 Multiboot: Installed\n,,,,'',SOLITARY,
East,,,,East,SOLITARY,
East limit set,,,,East limit set,SOLITARY,
Ecm:,,,,Ecm:,SOLITARY,
Ecuador,,,,'',SOLITARY,
Edit,,,,Edit,SOLITARY,
Edit DNS,,,,Edit DNS,SOLITARY,
Edit alternatives,,,,Edit alternatives,SOLITARY,
Edit chapters of current title,,,,Edit chapters of current title,SOLITARY,
Edit new entry,,,,Edit new entry,SOLITARY,
Edit settings,,,,Edit settings,SOLITARY,
Edit the Nameserver configuration of your %s %s.\n,,,,Edit the Nameserver configuration of your %s %s.\n,SOLITARY,
Edit the network configuration of your %s %s.\n,,,,Edit the network configuration of your %s %s.\n,SOLITARY,
Edit title,,,,Edit title,SOLITARY,
Edit upgrade source url.,,,,Edit upgrade source url.,SOLITARY,
Egypt,,,,'',SOLITARY,
El Salvador,,,,'',SOLITARY,
Elapsed,,,,Elapsed,SOLITARY,
Elapsed & Remaining,,,,Elapsed & Remaining,SOLITARY,
Electronic Program Guide,,,,Electronic Program Guide,SOLITARY,
Empty slot,,,,'',SOLITARY,
Enable,,,,Enable,SOLITARY,
Enable 5V for active antenna,,,,Enable 5V for active antenna,SOLITARY,
Enable EIT EPG,,,,Enable EIT EPG,SOLITARY,
Enable FreeSat EPG,,,,Enable FreeSat EPG,SOLITARY,
Enable MHW EPG,,,,Enable MHW EPG,SOLITARY,
Enable Netmed EPG,,,,Enable Netmed EPG,SOLITARY,
Enable ViaSat EPG,,,,Enable ViaSat EPG,SOLITARY,
Enable Virgin EPG,,,,Enable Virgin EPG,SOLITARY,
Enable auto cable scan,,,,Enable auto cable scan,SOLITARY,
Enable auto fast scan,,,,Enable auto fast scan,SOLITARY,
Enable blinking rec symbol on the LCD Display,,,,'',SOLITARY,
Enable bouquet edit,,,,Enable bouquet edit,SOLITARY,
Enable debug logs *,,,,Enable debug logs *,SOLITARY,
Enable fallback remote receiver,,,,Enable fallback remote receiver,SOLITARY,
Enable favourite edit,,,,Enable favourite edit,SOLITARY,
Enable infobar fade-out,,,,Enable infobar fade-out,SOLITARY,
Enable move mode,,,,Enable move mode,SOLITARY,
Enable multiple bouquets,,,,Enable multiple bouquets,SOLITARY,
Enable or disable the 10 Bit Color Mode,,,,'',SOLITARY,
Enable or disable the 12 Bit Color Mode,,,,'',SOLITARY,
Enable or disable to force HDR Modes for UHD,,,,'',SOLITARY,
Enable or disable to force HDR10 Modes for UHD,,,,'',SOLITARY,
Enable or disable to force HLG Modes for UHD,,,,'',SOLITARY,
Enable panic button,,,,Enable panic button,SOLITARY,
Enable parental protection,,,,Enable parental protection,SOLITARY,
Enable teletext caching,,,,Enable teletext caching,SOLITARY,
Enable this setting if your aerial system needs power,,,,'',SOLITARY,
Enable timer conflict detection,,,,Enable timer conflict detection,SOLITARY,
"Enable to display all true/false, yes/no, on/off and enable/disable set up options as a graphical switch.",,,,'',SOLITARY,
Enable to highlight events that are currently in progress.,,,,'',SOLITARY,
Enabled,,,,Enabled,SOLITARY,
Encrypted: ,,,,Encrypted: ,SOLITARY,
Encryption,,,,Encryption,SOLITARY,
Encryption key,,,,Encryption key,SOLITARY,
Encryption key type,,,,Encryption key type,SOLITARY,
Encryption:,,,,Encryption:,SOLITARY,
End,,,,End,SOLITARY,
End alternatives edit,,,,End alternatives edit,SOLITARY,
End bouquet edit,,,,End bouquet edit,SOLITARY,
End favourites edit,,,,End favourites edit,SOLITARY,
End time,,,,End time,SOLITARY,
English,,,,English,SOLITARY,
Enter if you are in the east or west hemisphere.,,,,'',SOLITARY,
Enter if you are north or south of the equator.,,,,'',SOLITARY,
Enter main menu...,,,,Enter main menu...,SOLITARY,
Enter pin code,,,,Enter pin code,SOLITARY,
Enter the FTP password of the host receiver (normally just leave empty).,,,,'',SOLITARY,
Enter the FTP port of the host receiver (normally '21').,,,,'',SOLITARY,
Enter the FTP username of the host receiver (normally 'root').,,,,'',SOLITARY,
Enter the IP address of the host receiver.,,,,'',SOLITARY,
Enter the IP address of the receiver to use for fallback tuners.,,,,'',SOLITARY,
"Enter the URL/IP of the fallback remote receiver, e.g. '192.168.0.1'. The other details such as 'http://' and port number will be filled in automatically when you select save.",,,,'',SOLITARY,
Enter the domain of the host receiver. Do not include 'http://' or port number.,,,,'',SOLITARY,
Enter the frequency at which you LNB switches between low band and high band. For more information consult the spec sheet of your LNB.,,,,'',SOLITARY,
Enter the frequency step size for the tuner to use when searching for cable multiplexes. For more information consult your cable provider's documentation.,,,,'',SOLITARY,
Enter the number stored in the positioner that corresponds to this satellite.,,,,'',SOLITARY,
Enter the service pin,,,,Enter the service pin,SOLITARY,
Enter your current latitude. This is the number of degrees you are from the equator as a decimal.,,,,'',SOLITARY,
